package_type,distance_km,weight_kg,urgency,transport_mode,route_duration_hours,eta_hours,dataset_type
Other,166.67,18.14,Medium,Van,3.58,3.99,synthetic
Documents,141.71,9.67,Critical,Van,3.71,3.07,synthetic
Pharmaceutical,125.43,38.29,High,Van,2.97,2.88,synthetic
Other,273.62,93.68,Low,Truck,5.47,6.56,synthetic
Industrial,43.24,62.44,High,Van,0.93,0.36,synthetic
Documents,125.87,138.73,Medium,Truck,2.6,3.26,synthetic
Apparel,73.91,14.83,Critical,Van,1.79,1.28,synthetic
Industrial,189.9,124.9,High,Truck,4.1,4.82,synthetic
Apparel,141.11,18.09,Low,Van,3.49,4.28,synthetic
Documents,376.46,30.86,Critical,Truck,7.9,6.13,synthetic
Electronics,141.79,6.47,High,Van,3.28,3.82,synthetic
Food,231.16,31.26,Critical,Truck,4.93,4.6,synthetic
Industrial,281.36,24.0,Medium,Truck,5.4,6.1,synthetic
Pharmaceutical,156.76,32.69,Medium,Van,4.05,4.64,synthetic
Electronics,82.23,27.91,Medium,Van,1.94,2.11,synthetic
Food,57.43,26.85,Critical,Van,1.36,1.0,synthetic
Electronics,111.78,63.13,Medium,Van,2.73,2.54,synthetic
Fragile,303.69,42.75,Low,Truck,7.07,9.18,synthetic
Fragile,135.74,60.23,Low,Van,2.97,3.45,synthetic
Electronics,46.65,15.34,High,Van,1.13,1.19,synthetic
Fragile,88.78,7.72,Low,Van,1.96,2.74,synthetic
Fragile,158.83,23.7,Medium,Van,3.61,4.36,synthetic
Pharmaceutical,256.21,15.57,Low,Truck,5.06,6.72,synthetic
Food,573.82,43.5,High,Truck,12.24,11.43,synthetic
Fragile,537.1,5.91,High,Truck,12.1,12.39,synthetic
Other,384.28,11.15,Critical,Truck,7.41,6.29,synthetic
Industrial,80.55,18.22,Medium,Van,2.05,1.93,synthetic
Industrial,186.92,16.38,Medium,Van,4.95,5.29,synthetic
Food,295.11,13.0,Medium,Truck,5.73,6.11,synthetic
Pharmaceutical,230.93,131.36,Medium,Truck,5.51,6.71,synthetic
Apparel,141.84,54.89,Critical,Van,3.07,3.02,synthetic
Food,172.1,14.66,Critical,Van,4.26,2.95,synthetic
Documents,34.93,30.44,High,Van,0.84,1.06,synthetic
Documents,87.54,3.39,High,Van,2.1,2.34,synthetic
Other,63.32,9.43,Medium,Van,1.7,2.38,synthetic
Food,98.89,8.95,High,Van,2.62,2.68,synthetic
Apparel,181.06,52.94,High,Van,4.59,4.03,synthetic
Other,101.98,15.0,Critical,Van,2.62,2.25,synthetic
Fragile,101.57,27.54,High,Van,2.26,2.72,synthetic
Fragile,172.3,38.59,Medium,Van,4.59,5.39,synthetic
Pharmaceutical,121.16,18.26,Medium,Van,2.71,3.19,synthetic
Food,131.29,40.7,Low,Van,2.85,3.4,synthetic
Documents,161.11,3.61,High,Van,3.48,2.84,synthetic
Electronics,82.0,11.22,Critical,Van,1.99,1.57,synthetic
Pharmaceutical,107.11,19.74,Medium,Van,2.73,3.69,synthetic
Food,69.01,18.78,High,Air,0.11,0.71,synthetic
Documents,1145.41,27.27,Low,Truck,23.03,27.01,synthetic
Electronics,54.12,13.7,Critical,Van,1.27,1.43,synthetic
Industrial,201.11,31.95,Low,Truck,4.75,6.01,synthetic
Electronics,195.48,31.5,Low,Van,4.5,5.84,synthetic
Electronics,541.62,6.14,Critical,Truck,11.21,9.4,synthetic
Food,174.39,10.1,High,Van,3.88,3.58,synthetic
Apparel,125.13,8.29,Low,Van,3.22,4.49,synthetic
Documents,150.52,22.71,Critical,Van,4.03,3.78,synthetic
Apparel,317.59,9.68,Medium,Truck,6.9,7.79,synthetic
Apparel,69.57,8.67,Low,Van,1.9,1.9,synthetic
Food,185.3,8.58,Critical,Van,4.93,3.74,synthetic
Pharmaceutical,233.95,24.99,Critical,Truck,4.59,4.88,synthetic
Apparel,134.96,61.74,Low,Van,3.6,5.31,synthetic
Pharmaceutical,213.41,33.08,High,Bike,10.58,10.88,synthetic
Fragile,128.85,226.93,Critical,Truck,2.44,2.11,synthetic
Pharmaceutical,243.1,7.92,Medium,Truck,5.18,5.83,synthetic
Pharmaceutical,93.57,74.38,Medium,Van,2.18,2.36,synthetic
Documents,190.29,7.35,Medium,Van,4.31,4.75,synthetic
Industrial,178.26,33.08,Medium,Van,4.36,4.28,synthetic
Other,156.43,12.69,Medium,Train,2.27,2.7,synthetic
Documents,229.4,18.48,High,Truck,5.1,3.91,synthetic
Fragile,161.88,32.82,High,Van,3.59,3.68,synthetic
Documents,478.39,137.23,Medium,Truck,9.09,9.53,synthetic
Other,65.84,23.41,Medium,Van,1.47,1.64,synthetic
Pharmaceutical,127.13,23.16,Medium,Train,2.1,2.24,synthetic
Other,156.14,17.44,Critical,Van,3.61,3.21,synthetic
Documents,60.16,99.36,Medium,Truck,1.42,1.62,synthetic
Industrial,216.03,78.7,Critical,Truck,5.04,4.08,synthetic
Food,559.94,32.29,Medium,Truck,13.4,14.74,synthetic
Fragile,142.51,32.94,Medium,Bike,7.11,8.01,synthetic
Documents,18.54,16.75,High,Van,0.5,0.46,synthetic
Electronics,224.37,35.43,Medium,Truck,4.32,4.72,synthetic
Electronics,33.16,244.19,Low,Truck,0.71,0.39,synthetic
Industrial,111.53,44.13,Critical,Van,3.05,2.01,synthetic
Industrial,176.12,15.37,Critical,Van,4.33,3.96,synthetic
Fragile,148.8,18.39,Low,Van,3.56,4.98,synthetic
Industrial,96.69,37.63,High,Van,2.64,2.62,synthetic
Other,504.13,54.52,Critical,Truck,9.68,7.76,synthetic
Electronics,513.33,40.25,Critical,Truck,11.39,9.82,synthetic
Electronics,94.69,0.78,Medium,Van,2.06,2.39,synthetic
Pharmaceutical,614.81,95.58,High,Truck,14.33,15.56,synthetic
Other,73.51,376.34,High,Truck,1.59,1.38,synthetic
Food,136.0,22.02,Medium,Van,2.96,2.74,synthetic
Other,427.8,323.92,High,Truck,8.35,7.74,synthetic
Food,178.51,4.13,Medium,Van,4.47,4.82,synthetic
Industrial,282.26,4.37,High,Truck,6.1,5.96,synthetic
Fragile,458.27,26.8,Critical,Truck,9.82,9.16,synthetic
Other,285.31,9.31,Low,Truck,5.93,7.14,synthetic
Apparel,63.61,34.29,Critical,Van,1.44,0.72,synthetic
Apparel,242.66,9.31,Low,Truck,5.75,6.38,synthetic
Other,463.01,6.03,Medium,Truck,9.73,10.15,synthetic
Apparel,159.13,1.84,Medium,Van,3.79,4.24,synthetic
Apparel,150.08,71.85,Critical,Van,3.97,3.74,synthetic
Pharmaceutical,68.25,21.48,Low,Van,1.47,1.53,synthetic
Fragile,526.52,32.23,High,Truck,10.74,11.35,synthetic
Electronics,494.12,26.88,Medium,Truck,11.82,11.92,synthetic
Electronics,102.19,232.22,High,Truck,2.1,2.33,synthetic
Fragile,516.31,4.71,Medium,Truck,11.18,13.14,synthetic
Fragile,251.06,19.64,Medium,Truck,5.28,6.29,synthetic
Industrial,119.1,103.19,High,Truck,2.25,2.37,synthetic
Documents,358.4,23.83,Critical,Truck,7.04,5.42,synthetic
Industrial,221.4,25.74,Medium,Truck,5.3,5.24,synthetic
Industrial,379.28,45.43,Low,Truck,7.66,8.95,synthetic
Electronics,160.56,83.31,Medium,Truck,3.77,3.54,synthetic
Apparel,120.68,7.79,Critical,Van,2.73,2.58,synthetic
Other,149.05,57.8,Medium,Van,3.54,4.48,synthetic
Other,68.32,3.69,Low,Van,1.57,1.78,synthetic
Electronics,327.13,25.77,Medium,Truck,6.68,7.55,synthetic
Pharmaceutical,223.84,20.09,High,Truck,4.93,5.1,synthetic
Pharmaceutical,181.58,214.14,Medium,Truck,3.41,4.13,synthetic
Electronics,120.08,28.8,High,Truck,2.59,2.54,synthetic
Apparel,543.63,39.05,Low,Truck,12.68,15.42,synthetic
Electronics,110.72,40.51,Medium,Bike,5.67,5.91,synthetic
Other,533.31,41.02,Medium,Truck,11.38,11.73,synthetic
Fragile,266.99,48.32,High,Truck,5.68,6.13,synthetic
Electronics,107.55,17.89,Critical,Truck,2.43,2.19,synthetic
Documents,259.73,201.23,Critical,Truck,4.91,3.91,synthetic
Fragile,177.47,90.45,Critical,Truck,3.43,3.65,synthetic
Apparel,104.77,30.76,Medium,Van,2.4,1.96,synthetic
Pharmaceutical,116.25,105.06,Critical,Truck,2.18,2.4,synthetic
Fragile,576.06,18.7,Medium,Train,9.18,11.1,synthetic
Electronics,157.45,28.23,Medium,Van,3.83,3.94,synthetic
Industrial,234.79,17.56,Medium,Truck,4.62,5.14,synthetic
Other,31.67,99.76,High,Truck,0.74,0.94,synthetic
Apparel,487.59,70.7,Medium,Truck,10.18,10.01,synthetic
Apparel,417.02,51.57,Medium,Van,11.29,11.69,synthetic
Fragile,619.66,5.86,Critical,Truck,11.93,11.07,synthetic
Apparel,141.21,8.79,Medium,Van,3.48,3.62,synthetic
Fragile,263.22,14.72,High,Truck,5.79,6.86,synthetic
Apparel,233.46,9.86,Medium,Truck,5.06,6.15,synthetic
Fragile,142.11,1.84,Low,Van,3.07,4.14,synthetic
Food,125.06,68.97,Medium,Van,2.73,2.98,synthetic
Food,134.41,192.67,Critical,Truck,2.84,2.14,synthetic
Apparel,390.55,66.37,Low,Truck,8.64,9.82,synthetic
Electronics,112.69,10.6,Low,Van,2.65,3.75,synthetic
Pharmaceutical,138.3,25.78,Medium,Van,3.64,4.17,synthetic
Apparel,336.99,81.2,High,Truck,7.97,7.45,synthetic
Food,506.04,73.88,Medium,Truck,9.98,11.17,synthetic
Other,536.33,14.0,High,Truck,12.19,10.79,synthetic
Electronics,106.31,13.09,Low,Van,2.36,2.55,synthetic
Electronics,215.52,20.67,Medium,Truck,4.45,4.64,synthetic
Pharmaceutical,299.8,22.89,Low,Truck,5.63,7.54,synthetic
Industrial,183.43,2.8,High,Van,4.34,4.05,synthetic
Documents,386.35,5.71,High,Truck,8.84,8.95,synthetic
Documents,159.99,274.89,High,Truck,3.16,3.29,synthetic
Fragile,212.79,11.78,Medium,Truck,4.94,5.65,synthetic
Fragile,419.97,59.27,Low,Truck,9.09,12.04,synthetic
Fragile,274.2,47.62,Medium,Truck,5.82,6.76,synthetic
Industrial,65.05,5.05,Low,Van,1.72,2.02,synthetic
Electronics,93.39,17.31,High,Van,2.14,1.44,synthetic
Apparel,235.89,65.1,High,Truck,4.67,3.63,synthetic
Apparel,392.35,42.95,Low,Truck,8.81,10.59,synthetic
Pharmaceutical,129.92,15.66,Critical,Van,2.92,2.83,synthetic
Other,126.21,68.48,Critical,Van,3.43,2.97,synthetic
Apparel,157.6,50.21,Critical,Van,3.69,2.78,synthetic
Fragile,244.71,17.38,High,Truck,5.67,6.22,synthetic
Food,156.6,30.23,Medium,Train,2.38,2.87,synthetic
Fragile,43.89,64.46,High,Van,1.06,1.01,synthetic
Electronics,120.45,80.03,High,Truck,2.43,3.2,synthetic
Fragile,86.98,20.63,High,Van,2.34,2.33,synthetic
Apparel,149.1,7.48,Medium,Van,3.43,3.76,synthetic
Electronics,412.78,75.49,Low,Truck,9.71,12.13,synthetic
Documents,467.25,15.52,High,Truck,11.11,10.55,synthetic
Industrial,157.15,11.55,High,Van,4.16,3.56,synthetic
Documents,105.13,13.27,Critical,Van,2.64,1.83,synthetic
Pharmaceutical,67.6,157.14,Medium,Truck,1.28,1.69,synthetic
Food,199.48,5.89,Medium,Van,5.42,6.33,synthetic
Documents,92.71,33.31,Medium,Van,2.5,1.76,synthetic
Food,69.88,85.26,Low,Truck,1.38,2.0,synthetic
Industrial,249.84,21.67,Critical,Truck,5.64,4.77,synthetic
Electronics,480.58,4.23,Medium,Truck,9.64,9.88,synthetic
Apparel,163.32,3.28,Medium,Train,2.66,2.8,synthetic
Food,164.49,6.6,Medium,Van,4.1,4.21,synthetic
Other,240.54,60.73,Medium,Truck,4.8,5.33,synthetic
Documents,112.95,2.41,Medium,Van,2.56,2.72,synthetic
Apparel,100.13,2.85,Medium,Van,2.38,2.35,synthetic
Food,335.94,8.47,Low,Truck,6.54,7.52,synthetic
Pharmaceutical,104.76,5.74,Medium,Bike,4.98,5.96,synthetic
Pharmaceutical,43.29,9.46,Medium,Van,0.97,1.34,synthetic
Documents,68.48,24.98,High,Van,1.64,0.87,synthetic
Electronics,649.09,532.04,Medium,Truck,13.42,15.74,synthetic
Other,376.22,9.74,Medium,Truck,7.51,7.57,synthetic
Electronics,140.56,5.87,Medium,Van,3.45,3.59,synthetic
Documents,142.56,109.41,High,Truck,3.21,3.41,synthetic
Industrial,148.04,30.8,Medium,Van,3.49,3.9,synthetic
Fragile,246.22,2.39,Low,Truck,4.91,6.0,synthetic
Documents,211.57,112.86,High,Truck,4.06,3.23,synthetic
Apparel,199.47,30.44,High,Van,4.99,4.82,synthetic
Other,345.3,20.8,Low,Truck,8.1,9.84,synthetic
Industrial,107.54,31.06,Low,Van,2.4,3.61,synthetic
Fragile,146.45,11.82,Medium,Train,2.3,2.56,synthetic
Food,372.0,25.19,High,Truck,7.75,6.99,synthetic
Documents,110.86,66.32,Low,Van,2.88,3.32,synthetic
Electronics,94.64,33.27,Medium,Bike,4.57,4.85,synthetic
Industrial,177.6,167.14,Critical,Truck,4.25,3.82,synthetic
Documents,151.15,2.4,Medium,Van,3.45,3.42,synthetic
Food,59.02,7.76,Critical,Van,1.4,1.34,synthetic
Documents,156.75,11.61,High,Van,4.26,4.48,synthetic
Industrial,83.69,16.73,Medium,Van,2.18,2.47,synthetic
Electronics,981.57,13.77,Low,Truck,20.15,24.02,synthetic
Electronics,185.26,13.93,Medium,Van,4.07,4.55,synthetic
Fragile,138.72,7.65,Medium,Van,3.48,4.12,synthetic
Other,153.78,14.1,Critical,Van,3.99,3.42,synthetic
Apparel,267.87,9.6,Medium,Truck,5.39,5.66,synthetic
Fragile,214.58,66.62,Critical,Truck,5.0,5.11,synthetic
Industrial,148.01,26.8,Medium,Van,3.46,3.55,synthetic
Other,71.47,323.01,Medium,Air,0.12,0.34,synthetic
Electronics,330.22,19.72,Low,Truck,7.67,9.42,synthetic
Fragile,710.84,187.46,High,Truck,16.15,17.51,synthetic
Electronics,523.67,103.38,Medium,Truck,12.17,13.37,synthetic
Documents,432.83,10.25,Low,Truck,9.58,11.45,synthetic
Documents,72.1,88.08,Critical,Truck,1.67,1.5,synthetic
Fragile,455.11,45.94,Low,Truck,10.84,15.33,synthetic
Fragile,316.22,24.39,Critical,Truck,6.96,5.67,synthetic
Industrial,106.1,67.56,Low,Van,2.84,3.71,synthetic
Fragile,243.32,75.0,Low,Truck,5.82,7.67,synthetic
Fragile,339.45,69.12,Low,Truck,7.82,9.92,synthetic
Documents,67.33,16.54,Low,Van,1.73,2.28,synthetic
Other,206.63,83.24,Critical,Truck,4.26,3.59,synthetic
Fragile,318.28,11.45,Medium,Truck,6.34,7.66,synthetic
Pharmaceutical,282.73,12.07,High,Truck,5.54,6.16,synthetic
Other,236.5,5.02,Critical,Truck,5.21,3.92,synthetic
Other,180.72,5.19,Medium,Van,4.71,5.02,synthetic
Food,135.89,14.94,Medium,Van,3.08,3.34,synthetic
Apparel,516.81,110.55,Medium,Truck,12.23,13.35,synthetic
Documents,482.66,10.51,Medium,Truck,9.39,10.53,synthetic
Other,51.04,28.76,High,Van,1.25,1.19,synthetic
Industrial,167.1,36.69,Medium,Van,4.14,4.35,synthetic
Electronics,449.87,35.48,Medium,Truck,10.75,11.16,synthetic
Electronics,166.11,6.03,Medium,Van,3.64,3.58,synthetic
Apparel,88.98,235.36,High,Truck,2.0,2.0,synthetic
Apparel,289.18,221.71,Low,Truck,6.54,8.62,synthetic
Food,119.95,84.65,Medium,Truck,2.73,2.71,synthetic
Other,574.75,7.36,Low,Truck,13.15,15.4,synthetic
Apparel,250.38,26.23,Critical,Train,3.5,2.3,synthetic
Pharmaceutical,132.89,35.68,High,Van,3.51,3.69,synthetic
Pharmaceutical,528.55,53.46,Low,Truck,12.2,16.04,synthetic
Other,196.22,17.9,Medium,Van,4.25,4.21,synthetic
Documents,78.0,72.38,High,Van,1.81,1.88,synthetic
Industrial,84.5,50.45,Medium,Bike,3.49,3.56,synthetic
Fragile,53.36,26.24,Medium,Van,1.36,1.79,synthetic
Pharmaceutical,625.41,8.13,Medium,Truck,12.19,14.44,synthetic
Documents,215.69,2.38,High,Truck,4.85,4.31,synthetic
Electronics,622.19,32.84,High,Truck,13.78,12.69,synthetic
Apparel,232.19,64.57,Medium,Van,5.62,5.74,synthetic
Food,126.32,11.57,High,Van,2.92,2.76,synthetic
Industrial,84.25,13.81,Medium,Van,2.05,1.97,synthetic
Electronics,317.54,43.72,Medium,Truck,6.96,7.0,synthetic
Apparel,184.81,11.72,High,Van,4.71,4.05,synthetic
Food,227.03,30.77,Critical,Truck,4.6,3.69,synthetic
Apparel,200.62,4.41,Low,Truck,4.75,5.62,synthetic
Industrial,556.7,4.36,High,Truck,10.52,9.87,synthetic
Apparel,150.73,109.03,Medium,Truck,3.56,3.76,synthetic
Food,282.38,131.81,Medium,Truck,5.48,5.62,synthetic
Industrial,136.95,3.33,High,Van,3.27,2.38,synthetic
Fragile,258.32,189.78,Medium,Truck,4.9,6.32,synthetic
Food,86.02,27.3,Critical,Van,2.15,2.22,synthetic
Documents,48.15,19.17,Medium,Van,1.19,1.37,synthetic
Documents,134.75,134.23,Low,Truck,2.71,3.71,synthetic
Apparel,287.75,52.14,Medium,Truck,5.95,5.89,synthetic
Other,128.37,30.8,Medium,Van,3.31,3.65,synthetic
Electronics,291.06,9.83,High,Truck,5.46,5.18,synthetic
Other,63.37,167.39,Low,Truck,1.2,1.24,synthetic
Electronics,175.69,149.63,Low,Truck,3.33,4.5,synthetic
Electronics,340.67,65.29,Medium,Train,5.43,5.47,synthetic
Industrial,234.34,19.08,Critical,Truck,4.78,3.56,synthetic
Food,105.36,9.31,Medium,Van,2.78,3.63,synthetic
Fragile,295.94,72.59,Medium,Truck,6.84,8.74,synthetic
Other,99.78,3.8,Critical,Van,2.2,1.74,synthetic
Food,780.61,661.59,Medium,Train,12.68,15.19,synthetic
Apparel,212.69,33.93,Critical,Truck,4.28,3.8,synthetic
Fragile,69.11,36.6,High,Van,1.64,1.57,synthetic
Industrial,161.3,87.93,Low,Truck,3.45,4.2,synthetic
Documents,328.47,72.96,Medium,Truck,6.49,6.73,synthetic
Fragile,211.6,10.46,Medium,Truck,4.08,4.54,synthetic
Fragile,86.93,56.18,Low,Van,2.04,2.7,synthetic
Pharmaceutical,203.22,3.74,Critical,Truck,4.79,4.96,synthetic
Food,156.62,33.8,High,Van,3.64,2.97,synthetic
Apparel,107.82,20.95,High,Van,2.86,2.54,synthetic
Industrial,377.57,29.57,High,Truck,7.55,7.1,synthetic
Food,299.07,1.04,Medium,Truck,6.18,6.2,synthetic
Food,681.84,5.22,High,Truck,14.78,13.5,synthetic
Industrial,167.57,20.97,Medium,Van,3.92,4.36,synthetic
Documents,137.61,13.81,High,Van,3.6,2.66,synthetic
Documents,101.39,31.6,Low,Van,2.36,2.75,synthetic
Industrial,191.39,86.48,Medium,Truck,3.99,4.3,synthetic
Other,54.56,18.42,High,Van,1.3,1.61,synthetic
Electronics,290.76,19.66,Low,Truck,5.9,6.97,synthetic
Other,355.28,53.7,Low,Truck,8.27,10.11,synthetic
Pharmaceutical,251.68,48.18,Medium,Truck,5.66,7.25,synthetic
Documents,269.79,47.06,High,Truck,5.23,5.11,synthetic
Industrial,281.09,65.91,High,Truck,6.29,6.15,synthetic
Apparel,177.92,127.67,High,Truck,4.04,3.58,synthetic
Industrial,169.11,88.96,Medium,Truck,3.72,4.02,synthetic
Industrial,100.51,27.69,High,Van,2.4,2.52,synthetic
Documents,211.7,168.66,Medium,Truck,4.34,5.27,synthetic
Fragile,87.11,171.6,High,Truck,1.77,1.62,synthetic
Fragile,189.54,12.03,Low,Van,4.55,5.22,synthetic
Documents,313.47,35.96,Low,Truck,6.12,6.97,synthetic
Food,144.37,22.19,Medium,Van,3.13,3.38,synthetic
Other,92.42,4.25,High,Van,2.36,2.05,synthetic
Industrial,103.09,22.25,Medium,Van,2.53,2.75,synthetic
Other,81.31,19.86,Low,Van,1.93,2.81,synthetic
Food,112.63,4.17,Medium,Van,2.91,2.55,synthetic
Food,184.57,13.67,Low,Van,4.84,6.03,synthetic
Pharmaceutical,127.26,52.37,Low,Van,3.19,4.35,synthetic
Other,142.75,21.78,Medium,Van,3.63,4.08,synthetic
Apparel,176.77,4.49,Medium,Van,3.86,3.53,synthetic
Pharmaceutical,119.75,222.69,Medium,Truck,2.66,2.91,synthetic
Documents,97.51,72.79,Medium,Van,2.64,2.69,synthetic
Fragile,156.15,121.93,Medium,Bike,6.67,7.85,synthetic
Industrial,321.73,11.55,High,Bike,16.47,14.59,synthetic
Fragile,69.68,25.44,Low,Air,0.11,0.3,synthetic
Apparel,308.13,41.56,Medium,Truck,6.86,6.55,synthetic
Pharmaceutical,215.53,48.51,Medium,Truck,4.16,4.74,synthetic
Food,374.85,29.45,Medium,Truck,7.99,8.64,synthetic
Electronics,458.77,30.81,Medium,Truck,8.98,9.79,synthetic
Documents,336.56,40.31,Low,Truck,7.78,9.89,synthetic
Apparel,71.11,22.02,High,Van,1.9,1.88,synthetic
Industrial,177.58,113.64,Critical,Truck,3.63,3.34,synthetic
Industrial,370.78,10.24,Low,Truck,8.71,10.18,synthetic
Pharmaceutical,55.11,6.6,Medium,Van,1.46,1.5,synthetic
Documents,150.86,63.64,Low,Van,3.47,3.59,synthetic
Documents,200.91,8.24,Medium,Truck,4.21,4.25,synthetic
Food,404.64,229.88,Critical,Truck,8.5,7.75,synthetic
Electronics,121.2,12.87,Medium,Van,2.79,2.87,synthetic
Industrial,91.68,51.26,Medium,Van,2.13,2.45,synthetic
Food,89.52,64.23,Low,Van,2.41,2.89,synthetic
Industrial,196.52,3.59,Critical,Van,4.62,3.35,synthetic
Other,101.06,35.4,Medium,Van,2.42,2.66,synthetic
Apparel,199.67,10.63,High,Van,5.18,4.73,synthetic
Apparel,230.61,10.05,Low,Truck,4.44,4.78,synthetic
Other,214.78,26.92,High,Truck,4.61,4.94,synthetic
Industrial,141.0,7.52,Medium,Van,3.76,3.73,synthetic
Fragile,242.69,8.12,High,Truck,4.64,4.7,synthetic
Apparel,275.98,46.15,Medium,Truck,5.35,5.47,synthetic
Documents,337.79,36.17,Medium,Truck,6.51,6.72,synthetic
Other,370.14,53.49,High,Truck,8.01,7.02,synthetic
Food,335.47,238.81,Medium,Truck,7.91,9.22,synthetic
Apparel,152.63,44.31,Low,Van,3.37,4.17,synthetic
Pharmaceutical,59.44,65.86,Low,Van,1.29,1.33,synthetic
Fragile,800.34,22.48,Medium,Truck,16.46,19.18,synthetic
Fragile,95.43,34.93,Low,Truck,2.09,2.85,synthetic
Apparel,148.0,116.56,Critical,Truck,3.54,2.72,synthetic
Documents,178.05,16.5,High,Van,4.24,3.48,synthetic
Industrial,161.24,19.24,Medium,Van,3.79,3.21,synthetic
Documents,214.75,18.64,High,Truck,4.79,4.48,synthetic
Other,73.04,34.23,Critical,Van,1.65,1.61,synthetic
Food,53.72,24.13,Critical,Van,1.43,1.57,synthetic
Documents,215.71,66.08,High,Truck,5.02,4.69,synthetic
Fragile,202.55,47.06,Critical,Truck,4.4,4.14,synthetic
Other,344.04,33.17,High,Truck,8.05,7.4,synthetic
Pharmaceutical,140.85,31.49,Critical,Van,3.37,3.18,synthetic
Fragile,274.39,10.57,Medium,Truck,5.41,5.82,synthetic
Industrial,175.0,43.53,Critical,Van,3.92,2.9,synthetic
Industrial,46.91,14.92,Low,Van,1.05,1.09,synthetic
Electronics,97.46,32.49,Low,Van,2.1,2.5,synthetic
Apparel,296.47,8.05,Medium,Truck,5.77,5.88,synthetic
Pharmaceutical,36.97,45.08,Medium,Van,0.99,1.68,synthetic
Industrial,316.0,29.59,High,Truck,7.48,6.85,synthetic
Food,145.86,16.11,Medium,Van,3.14,3.1,synthetic
Other,565.65,19.44,High,Truck,12.06,11.91,synthetic
Documents,111.64,157.98,Medium,Truck,2.36,2.3,synthetic
Fragile,169.42,53.69,High,Van,3.64,4.2,synthetic
Fragile,171.93,11.76,High,Van,4.69,4.93,synthetic
Fragile,120.55,14.19,Low,Van,2.9,3.7,synthetic
Apparel,105.98,44.29,High,Van,2.63,2.76,synthetic
Pharmaceutical,140.96,24.5,High,Van,3.5,4.09,synthetic
Electronics,116.73,8.29,Medium,Van,2.83,3.38,synthetic
Electronics,305.45,28.9,High,Truck,6.54,5.78,synthetic
Food,110.94,4.22,Critical,Van,2.38,2.22,synthetic
Food,489.28,10.67,Low,Truck,11.04,13.54,synthetic
Industrial,254.55,2.73,High,Truck,5.17,5.19,synthetic
Other,120.17,7.91,Medium,Van,2.92,3.59,synthetic
Pharmaceutical,269.57,34.87,Medium,Bike,12.93,15.13,synthetic
Food,394.74,10.37,Low,Truck,9.11,10.95,synthetic
Food,164.23,1.13,Medium,Van,3.59,3.54,synthetic
Documents,114.0,9.99,Medium,Van,2.59,3.14,synthetic
Food,82.4,26.53,Low,Van,1.89,2.39,synthetic
Documents,86.67,91.14,Medium,Truck,1.74,2.0,synthetic
Food,212.52,11.07,High,Truck,5.03,4.69,synthetic
Pharmaceutical,324.78,25.6,High,Truck,7.53,8.15,synthetic
Documents,359.32,22.34,Medium,Truck,8.59,8.95,synthetic
Electronics,138.8,3.16,High,Van,3.41,3.39,synthetic
Other,80.87,86.53,Low,Truck,1.72,2.27,synthetic
Apparel,121.16,41.25,Medium,Van,2.82,2.92,synthetic
Apparel,206.79,26.13,High,Truck,4.52,4.54,synthetic
Electronics,36.88,25.66,Medium,Van,1.01,0.91,synthetic
Pharmaceutical,105.48,13.05,Medium,Van,2.78,3.57,synthetic
Industrial,189.49,127.05,Medium,Truck,3.92,4.98,synthetic
Electronics,176.51,19.48,Medium,Van,3.79,4.19,synthetic
Fragile,728.23,27.39,Medium,Truck,17.37,20.11,synthetic
Documents,242.75,5.0,Critical,Truck,4.85,4.19,synthetic
Other,77.07,73.35,Medium,Van,1.67,1.09,synthetic
Fragile,533.35,21.54,Low,Truck,12.46,16.09,synthetic
Industrial,91.44,9.82,Low,Van,2.3,3.49,synthetic
Industrial,260.05,88.74,High,Truck,4.9,4.42,synthetic
Pharmaceutical,71.09,13.14,High,Van,1.76,1.95,synthetic
Fragile,110.67,20.04,Low,Van,2.52,3.29,synthetic
Electronics,229.28,41.5,Medium,Truck,5.4,5.48,synthetic
Pharmaceutical,132.32,97.47,Medium,Truck,2.99,3.37,synthetic
Fragile,219.19,18.37,Low,Truck,4.77,6.13,synthetic
Electronics,185.04,11.67,Medium,Van,4.91,4.97,synthetic
Apparel,200.34,29.57,Medium,Truck,4.38,4.7,synthetic
Food,156.15,28.91,Low,Van,3.72,4.4,synthetic
Fragile,299.24,13.51,Critical,Truck,6.1,5.91,synthetic
Industrial,185.13,86.1,Low,Truck,4.26,4.92,synthetic
Fragile,325.84,22.53,Medium,Truck,7.14,8.05,synthetic
Industrial,71.59,8.69,Medium,Van,1.94,2.02,synthetic
Documents,78.7,281.44,Low,Truck,1.74,1.87,synthetic
Other,111.64,27.31,Medium,Van,3.02,2.68,synthetic
Fragile,249.54,15.42,High,Truck,5.52,5.59,synthetic
Industrial,341.81,56.91,High,Truck,6.82,6.48,synthetic
Other,47.94,20.7,Low,Van,1.04,0.95,synthetic
